owners equity,total operational expences,net profit,operational income,BCC score
3243643076.45,3792005058.61,9515246954.41,4201259613.19,0.8297394
593669527.10,259133192.07,9181148913.96,329363244.96,0.6511517
663235871.85,223118707.69,9116649055.64,181476656.75,0.3987763
1859369525.24,140909114.11,9188610600.90,223251247.27,0.6000156
3939345094.08,1032004661.04,9221009343.93,1098272533.42,0.5523314
555782210.10,137424864.70,9111286310.71,131620384.91,0.4286086
4561510759.96,2435772931.00,9413696820.68,2794131906.61,0.7587216
1357856538.46,706193777.52,9150725023.88,749192435.48,0.5738549
1241648337.70,916844951.30,9245779569.03,1060661100.30,0.6909951
997465272.60,606245165.79,9215464087.64,731874211.37,0.6595131
1237052107.68,463615770.25,9266973987.58,654480344.96,0.7365525
673930312.23,318308968.52,9139632479.99,331798124.28,0.5474258
846260947.88,185384135.25,9110759817.98,198716065.71,0.4549526
2778524913.77,766288590.88,9197177519.51,854251761.06,0.5682606
1929422817.95,575541113.58,9237582590.86,695683777.47,0.6165199
3076812875.18,2436780584.36,9471051473.68,2860506355.12,0.8232045
1512748873.17,741581310.88,9181855031.96,814298079.17,0.5934928
1647838972.15,853567339.11,9220960687.64,975042976.02,0.6333318
1308046768.72,913266934.16,9356720677.43,1193997801.17,0.7977407
1785392386.18,922775152.65,9234410111.27,1073868560.66,0.6610589
1334439457.16,818444950.43,9204303465.00,934647477.36,0.6414102
547493081.41,168869995.75,9154152828.20,213661564.39,0.5895234
836128597.59,772449117.78,9151842075.36,829676426.85,0.6884669
3712325706.66,4837392919.21,9571599537.68,5245363789.36,0.8281969
1059219827.41,273264536.85,9205735356.79,388454274.42,0.6818460
842507823.35,159786990.01,9183004568.86,247362312.22,0.6671652
843153319.82,601138332.58,9204754859.60,696323053.76,0.6691846
1648248309.26,1339247694.47,9248242026.61,1462693502.94,0.7073203
362880552.99,251414407.97,9103532319.72,234866048.11,0.5584909
1216254488.75,382318370.81,9037681947.47,218067705.75,0.2673185
429636917.92,284509824.91,9153398257.47,328498464.80,0.6662867
595173061.36,375934385.08,9001617094.85,252508424.10,0.3902582
1341414024.69,568108479.55,9289684821.60,758200507.75,0.7100024
920485536.92,731163434.00,9223425399.75,772734347.20,0.6384399
581650115.43,299337973.35,9143887171.43,343844069.06,0.6177812
763547381.94,241920775.06,9160852006.04,301792829.55,0.5974843
715148134.83,260203582.64,9159005726.55,316270194.45,0.5947329
860910069.54,1317717898.59,9214547272.13,1442715067.04,0.8211914
527987911.12,326885064.69,9162064678.34,394233983.61,0.6772264
1137641465.36,540107731.04,9172176483.94,606627349.46,0.5963363
1150979570.16,422888107.15,9159369970.28,486178172.96,0.5871171
1019057543.06,770238455.30,9162454494.97,828969071.31,0.6357533
457693404.13,207369932.93,9125996805.86,233323126.67,0.5983642
875035873.26,387739880.62,9161094344.41,424522849.77,0.5629983
1494400372.20,426690819.58,9171868900.95,488013687.90,0.5672549
690016513.92,321360943.29,9185949201.51,410557480.83,0.6600855
654686917.32,314528473.99,9154969895.93,373059156.35,0.6219203
403063626.94,142487463.79,9126391705.62,162414455.65,0.5767278
699062273.55,280158045.55,9158100802.97,337164042.51,0.5991317
953836518.57,1123755674.60,9238718876.14,1271353631.77,0.7864724
1065949912.45,478728774.86,9176281294.87,565990157.69,0.6220742
982476766.95,574186766.07,9100668419.62,575815769.31,0.5455024
1513678695.59,408227914.15,9311115748.08,636297655.75,0.7807429
924222742.40,896577936.27,9200241811.40,998480327.89,0.7249430
411177202.76,134192458.80,9145312252.57,176102463.50,0.6378765
651298654.54,323603210.92,9195555996.36,418487398.82,0.6809587
944071317.39,814658070.59,9391884262.67,1078980824.28,0.8276886
1408866078.53,267580735.16,9168011074.40,336955805.93,0.5661484
639865079.61,723897257.61,9229139394.37,850490383.80,0.8096044
363103999.09,189394145.15,9126276079.91,212723081.37,0.6287419
508476645.42,415259659.17,9143075878.07,458941593.02,0.6840957
1116222317.24,289787512.74,9157687775.95,331413452.26,0.5398669
892884868.82,230985338.65,9198892459.93,334060452.80,0.6829936
1713464375.45,1158918037.01,9269500250.76,1301023064.75,0.6946529
387093228.03,204364878.30,9117400553.01,219082696.88,0.6005835
869436324.52,166995856.61,9206518686.68,278005821.29,0.7319139
1143368468.08,389273947.57,9197746525.20,481463469.17,0.6259827
881133238.75,1164316433.03,9189743157.80,1261973945.44,0.7804675
479004219.51,110930565.82,9132069762.21,132153169.67,0.5166009
609577891.67,526795512.71,9256506853.27,677861621.99,0.8067191
626649602.63,271566676.57,9051564281.73,198939691.38,0.3896558
659275181.81,131716542.36,9175871373.84,209163698.86,0.6704505
603019937.20,486975072.24,9154382412.11,515229432.59,0.6496307
414438424.50,196741506.95,9142270147.82,222645429.47,0.6132589
300240672.25,135570259.53,9121060622.66,157718068.49,0.6433433
2606130168.12,809098657.32,9310133260.22,1054893316.19,0.6903135
595006220.95,414715965.61,9158251284.55,468995731.25,0.6532650
709807257.27,316545303.95,9166798248.70,392312708.03,0.6330427
686197425.77,267157750.05,9164012975.25,330895691.30,0.6135385
591171244.49,298182010.79,9201773793.31,415779274.69,0.7377833
438502948.14,115126198.49,9145595525.02,144072163.09,0.5684885
578824047.89,400352152.28,9160823824.56,454057839.19,0.6535382
612490283.27,311900296.03,9161876421.06,378225977.89,0.6466337
1337829762.96,454833196.09,9262305357.74,636239167.94,0.7211159
447546357.75,185176696.65,9136018152.42,208808145.87,0.5877850
595477241.34,330791576.82,9144578353.79,378942410.10,0.6262235
465551182.75,142162013.69,9147906957.51,185345203.02,0.6135350
1789352584.37,1786280613.38,9256258178.78,1959562680.08,0.7588185
732309459.04,343712803.14,9155872472.02,398637531.94,0.6016076
488163040.79,325485371.62,9152154090.55,380852522.37,0.6705634
388994567.06,806770452.82,9129144720.43,840623225.62,0.8477383
644757747.26,260781854.23,9143039570.71,308072671.22,0.5923834
463965700.10,226661961.00,9139664418.43,256175730.38,0.6106793
436859997.84,308540411.23,9153233294.04,364054892.46,0.6917247
1634719817.60,751300620.34,9276243818.35,960779560.38,0.6992152
518128559.87,141571786.82,9153667778.38,203673831.28,0.6396284
911691095.79,591454569.05,9168112349.89,653573320.77,0.6148066
169635730.84,382271815.21,9138075375.23,415503474.14,0.9158326
360767544.27,302463149.97,9145328857.85,348647283.26,0.7283544
663239789.75,1143979793.52,9201356280.67,1264524626.44,0.8565492
516943580.24,255590147.98,9202939595.32,367775284.48,0.7617354
223960823.20,96178989.36,9142648786.92,124134529.66,0.7252105
242570616.31,173999563.08,9141440479.27,220272168.80,0.7672672
336862369.96,361714363.84,9178806282.61,433085305.72,0.8238627
393290664.73,239933816.97,9173900081.22,323844189.10,0.7636441
204883661.47,258733803.59,9144349886.22,292680572.88,0.8342233
450063467.19,1517629987.83,9156362180.23,1596906480.95,0.9262736
273970453.67,648981037.94,9140739053.52,687569557.54,0.8892737
309063746.71,430833959.15,9204021255.93,482067753.13,0.8340075
211720146.49,216866329.42,9128047727.12,244877317.98,0.7835976
395419659.66,207803661.71,9144747640.88,245949178.12,0.6556467
344002861.31,342617316.33,9156252441.95,407121151.61,0.7976796
223182788.26,184070405.14,9151556451.48,226612911.34,0.7897249
177356518.19,86995342.43,9126476011.30,116201786.51,0.7909201
702991333.13,1360362954.16,9331987485.25,1617064049.46,0.9443858
307034424.86,795509012.37,9164807285.15,868136672.32,0.9274623
2055492370.63,483960213.94,9363983691.57,708145238.48,0.7227655
130544635.81,134270284.34,9142058309.60,183050696.34,0.9657799
221352945.34,207448011.55,9144805688.55,254092776.47,0.8208560
247476335.32,254412097.24,9155626618.24,314284992.04,0.8475537
286561694.25,319870732.78,9132887541.53,346125986.64,0.7608486
266951556.03,341186800.83,9166607359.15,407600208.25,0.8722696
179463709.07,138888045.63,9143843594.74,184207222.24,0.8401911
391130762.45,354989001.28,9208562201.58,479586140.64,0.8711036
495516522.08,130439646.70,9151463728.90,177891397.43,0.6047569
251957197.97,389370104.72,9165093773.22,446670121.72,0.8822692
285854083.28,39623585.40,9169415765.73,118921604.42,1.0000000
419342297.81,360224317.09,9174531642.16,444714055.19,0.7808068
241629012.65,299238696.83,9198924960.74,388781963.73,0.9440681
504971513.86,309102005.49,9183654887.96,403971117.02,0.7308051
399321068.06,313495183.18,9192416106.50,397704392.19,0.7761553
225388376.09,93438937.51,9139114423.86,136352665.25,0.7994315
214231055.71,145478072.60,9135466724.67,182024285.76,0.7628388
635566578.57,429696925.63,9230950804.64,591456760.19,0.7791898
10874475844.16,4297098365.89,10493173833.76,6166683056.12,0.9377760
22624152028.32,3963684941.65,12066891107.46,6951474481.18,1.0000000
9420141677.19,1302353470.85,10010272630.46,2499135630.47,0.9604545
11460041058.32,3928831297.92,9329538163.25,4276865598.86,0.6775111
68238373317.69,25601426253.34,17189133694.96,31359178524.08,1.0000000
12287964528.98,3368453046.24,9852486018.18,3933738587.32,0.6823225
27423082194.31,11730627350.17,11056355877.55,13005566308.82,0.7878410
54708000000.00,112036000000.00,14989232179.17,114792000000.00,0.9615361
23452703000.00,23702649000.00,9265031179.17,23280072000.00,0.8345474
10206944477.53,1248256938.76,9988238510.66,2528125622.09,1.0000000
4344915170.26,740133781.47,9488182544.82,1272601884.17,0.8363598
7073957333.72,11994978623.43,9540813014.71,12521514020.85,0.8857256
10633946041.21,28706221888.90,10238664817.51,30108345149.42,0.9667514
2113975936.67,3939769901.90,9348092797.87,4182553190.06,0.8577577
11000339322.67,118109287882.51,9774368453.84,119066856738.41,1.0000000
5183493505.17,40861993776.08,9117468277.77,40733592619.04,0.9671350
48935562266.18,95878641310.14,13580169248.80,100254150416.16,0.9770711
4033250069.52,5481504764.94,9061087899.74,5304151934.91,0.7417748
69058764.71,78187390.40,9107957071.13,91445740.46,0.9210044
27416554577.37,37556503549.74,11607423207.79,40117492192.36,0.9543989
6718053359.78,15270372169.42,9766228087.19,16178638283.69,0.9354834
3487730557.75,205503218.88,9396495162.75,305068818.22,0.7719006
1153052380.97,669984760.55,9002117634.77,598382653.22,0.4844031
571659669.74,234222454.87,9201058613.93,357993318.71,0.7675553
50096000000.00,97958000000.00,14066232179.17,98560000000.00,0.9397740
5751288528.30,5868665015.72,9561921793.32,6337264554.55,0.8136578
1232546498.38,2700214971.78,9256444330.39,2711533447.74,0.8264354
6662702854.59,4548104333.99,9793114869.58,4494584637.81,0.7004110
5034137501.15,6020122216.06,9343465212.05,6312482497.12,0.8012622
615504633.53,15879187.80,9098050203.82,12697732.04,1.0000000
184055453.90,37687618.66,9075996788.90,16513517.81,0.6098713
16858796005.21,24157843023.84,6079445407.98,21457070448.01,0.7759414
32629142771.17,141196444826.52,13050724440.87,145590890512.63,0.9988819
902663648.09,3905016719.15,8913432577.50,2785053869.73,0.6460562
4111414365.44,6245798852.47,7181550855.51,4277405819.78,0.5306006
25761160291.16,131317287243.12,11255842078.85,133656535140.96,0.9911982
11206535438.36,4574296820.17,9262842666.80,4420933841.81,0.6266711
2446504734.55,3317545467.78,9502524984.62,3798127101.17,0.8624815
4629017361.99,20973765783.78,9628404948.78,21233545275.74,0.9428552
2259786195.22,2170231777.08,9131751421.74,2211423148.23,0.7122019
2079181707.90,1813545298.82,9128561340.95,1816085979.48,0.6762240
257823853.44,169996574.94,8973323343.26,57358389.13,0.2517589
2968427126.27,3956374078.20,9179281995.37,3989290786.10,0.7608668
683186791.03,470059435.67,8920052889.23,264894277.45,0.3331108
742939264.53,211879015.44,9043875734.87,153354882.46,0.3382340
741823118.25,253078438.61,9145783311.97,261696812.87,0.4929655
1082962352.73,1258775062.84,9257019658.45,1423486149.13,0.7887794
1907076725.35,2900528097.79,9194837760.05,2980986958.97,0.7899628
8205351741.27,15110919327.60,10473142156.05,16817825633.40,0.9739729
1859989108.38,1046586890.69,9048101346.77,956499602.48,0.5100179
83612594.45,888706571.05,8886236048.28,805028777.17,0.8932469
1926658151.31,3484562295.51,9224048694.00,3625721059.24,0.8333706
912240170.80,916916107.21,9118466182.04,883047829.96,0.6363532
2600604720.50,5926336292.33,9255907672.92,5893489455.37,0.8370835
15682982382.37,3779655964.22,10042988425.95,4554766903.42,0.6850361
7433741949.53,4986725373.11,10095779205.26,4949582031.49,0.7050881
4276349813.26,2072961379.66,9227926603.69,2199404264.08,0.6740531
5493066973.27,2355330744.21,9505025852.62,2537631599.62,0.6783910
4159667272.49,1849703914.82,9053424883.33,1772393826.23,0.5829167
5168742026.83,3126240992.39,9265537900.25,3261237663.84,0.7124672
1286731520.38,644444520.38,9161817525.15,571275597.54,0.4709425
9353016943.08,7379269133.92,10366288468.13,8869714498.58,0.9074004
2562901344.72,4524035121.65,9194645577.02,4414501117.90,0.7808878
5082197735.28,3740538857.83,9113776735.09,3680183910.30,0.6963252
11196879864.14,2946194933.02,9609920266.37,3665585852.11,0.7153258
2679147858.90,727297776.49,9105373402.40,562711072.50,0.3849956
3112902843.90,2188738796.90,9449458025.04,2501257287.01,0.7799755
2652613085.83,1788737969.57,9137461353.44,1803667355.97,0.6588971
25186659389.83,5250775662.91,12015993892.23,8460561925.04,0.9183886
3054606743.02,1060622740.15,9291857280.24,1289784607.51,0.6719419
6271362782.98,6467238468.21,9579225826.26,6958678292.47,0.8141647
2762588025.72,4310479390.48,9178817322.77,4047348588.81,0.7310300
22941856989.00,5268508210.00,12538369973.17,9201297066.00,1.0000000
470945411.03,656313068.41,9137485629.63,696057727.01,0.7831799
5078445612.21,116237311.83,9279638743.06,239564934.23,0.8833724
4064197905.06,7377482536.53,9772672031.73,8023539922.96,0.8823224
2050278413.90,2069288070.10,9154858285.22,2125837007.37,0.7183858
861081340.16,1284686964.52,9128578471.38,1277857631.81,0.7417986
8950756203.02,10033022410.33,10552481968.72,11415282981.64,0.9241448
6565970529.65,10971459106.02,9235663861.16,10948528398.44,0.8335378
22595676.16,30956425.06,9104360196.05,28177079.73,1.0000000
9419768929.21,6043801799.58,9154343030.40,5883170356.76,0.6921992
2620881642.21,1865808547.23,9231810477.78,2002730978.07,0.7162743
307975923.84,650248070.98,9115353379.21,669090113.76,0.8441362
175283645.95,170284898.25,9093833101.07,161708227.58,0.6654099
1482919617.27,697746233.20,9126860784.93,709185231.92,0.5439339
1888345226.00,811166369.73,9162923270.00,840421074.56,0.5544603
1864513189.41,3521703359.83,9259998369.14,3702607447.79,0.8495101
2280485643.87,3829009066.69,9541047884.70,4338515966.61,0.8972799
2184652155.99,1912160427.73,9248364180.04,2014362018.13,0.7212568
26626405240.49,19519484660.47,10254580701.72,20741186230.57,0.8620293
5491147806.02,14094651025.45,9451447878.38,14588483384.55,0.9136048
3104263141.67,995831929.63,9128175303.01,961329438.52,0.5058239
3769376945.54,5945382421.56,9210996797.67,6070761810.50,0.8021452
4168355617.25,4007272591.52,9381584294.68,4380481706.41,0.8057347
2400566607.23,3201540375.18,9140752282.24,3183409799.49,0.7422408
4245355217.28,11025231717.42,9411542076.28,11477427227.17,0.9017800
4592499952.14,2980781276.64,9161252157.19,3068269793.13,0.7071566
3721944475.71,6516483624.84,9593518823.01,6987110276.27,0.8624012
482906035.13,241363217.41,9109954792.45,213959248.16,0.4897585
7469209612.00,5277313533.34,9806784755.45,5848963706.20,0.7985540
2590023979.56,3604481330.95,9150501148.23,3689413794.69,0.7747292
6484594469.99,51374741356.65,9143957298.07,51241569201.91,0.9724034
1997677576.16,3472174115.38,8882961877.33,3190679801.13,0.7279855
14711355099.58,3395831380.52,10417653988.77,4532209156.54,0.7527286
634105354.45,4056730545.59,9210904452.79,4068435950.67,0.9426640
757314584.78,452340083.91,9121758832.96,465085990.47,0.5674218
1765643975.39,2875847128.53,9025289542.93,2615677446.05,0.7069444
1687916136.29,998811233.01,9329610349.30,1258106716.51,0.7590391
9328826634.93,6360613726.43,9592530064.40,6753966006.05,0.7653653
3294599115.20,7859023592.27,9357437982.60,8139067471.34,0.8813784
1203714108.31,504972822.30,9107512077.85,482309900.05,0.4938762
5574355145.02,8818309845.47,9389150488.82,8913936672.36,0.8185173
18688171045.42,11906452806.93,10109397626.27,12936846376.17,0.8322900
3929372272.50,3799164699.98,9238590739.88,3901935660.39,0.7525707
1922978876.46,665543986.92,9155062622.15,612120961.95,0.4740010
3732137588.12,6582206333.06,9168270643.79,6613713691.58,0.8088222
577119928.32,2123532606.98,9126054760.95,2149486398.60,0.8998648
2661824789.82,85304321.48,9159701928.10,48398371.56,0.4266096
1034624051.51,4307301043.75,9361207807.37,4550810980.01,0.9557276
3637856693.80,4763426964.44,9314566321.96,5004540974.82,0.8010569
2596362653.62,999910659.08,9567936808.80,1478636982.78,0.8486598
2552102637.77,2154948664.05,9410099545.09,2379125888.50,0.7669457
4248468231.94,11709558025.36,9269277021.70,11823320068.02,0.8807739
10410799444.69,23487474127.48,9187920341.10,23349604897.69,0.8981364
257874504.35,284125342.75,8749258011.69,50458580.44,0.1542913
23746896375.44,206254522828.89,11639136770.08,207172431425.60,1.0000000
6550846962.23,48911891430.48,10129570338.17,50172732851.58,0.9982502
4047029568.94,12375307312.24,9295851265.57,12710021494.67,0.9082298
20324440273.14,11142298959.06,10901960774.96,13046687039.46,0.8749038
1976056075.12,215010024.47,9657951628.45,57927904.95,1.0000000
17915842335.55,96157568224.15,10483359730.66,98076566839.66,0.9924092
572372406.50,1277878781.00,9120716897.97,1154439176.87,0.7429688
4503227010.36,5734039476.46,9560685880.74,6200619037.73,0.8299907
647551695.19,269454748.34,9120638663.95,273519357.33,0.5182835
4039354376.84,5187511530.96,9326646040.57,5368560053.92,0.7903401
45621557.60,23925322.50,9103028342.72,22340577.40,1.0000000
4736872074.70,1061860488.62,9200855577.21,920635525.90,0.4299716
3859571613.06,381075591.23,9477052415.68,185673615.73,0.4420239
1763737065.83,3299450544.40,9113817757.92,2991561183.73,0.7274828
9586043998.89,15403334192.78,9877432456.48,15293055197.18,0.8547338
2214319042.97,758513280.41,9139299971.43,841846926.08,0.5806183
3215807413.78,985316213.94,9225811079.02,1131572778.04,0.6132126
83985145.43,217502413.93,9113724256.89,132660683.50,0.5666530
7064598640.05,1903305626.34,9235490842.10,1548829979.26,0.4423123
447553273.18,1063287181.42,8860952729.38,617752190.35,0.4891024
495288798.10,6054882490.35,6430458152.81,3241039805.84,0.5241489
18249851006.48,28202999072.33,10777787095.54,28828468837.93,0.9111458
3894408662.32,2541555237.26,9951437621.50,2590927955.57,0.8218399
1433366663.58,759468499.68,9153174337.17,755890411.58,0.5393576
914034047.03,1748350894.23,9087332664.31,1733092234.22,0.7849622
2790640132.81,2858554914.64,9401572722.86,3157685203.64,0.8026121
669586838.75,392825980.46,9058516266.91,351861318.74,0.4990652
835136736.35,7550246330.27,9128848218.86,7579906781.24,0.9659523
970405296.02,1082850330.88,9169890480.32,1133253405.89,0.7147547
971885323.33,1094190076.73,8920574287.59,889525250.25,0.5588659
3441289818.60,2904760164.21,9169380411.21,2911738612.49,0.7092452
5882072171.04,11975721558.36,9409334043.85,12242764616.49,0.8751949
22085754919.97,35521296310.11,7341793778.90,33285723808.34,0.8423472
8818265812.47,11035219315.62,9607849742.87,11548064683.34,0.8598712
4535685045.11,4119974751.47,9912255502.25,5082758567.76,0.9105689
18881092590.33,21313338838.57,10017230939.95,22217285705.04,0.8935797
7087015768.14,4311107903.47,10199935713.15,4727645054.86,0.7663669
3500582870.12,982352171.17,9514321014.00,1510591030.37,0.8390962
4514513662.76,42805439183.54,9418733587.19,43205231315.66,0.9849268
7303188510.83,9576697779.18,9597382748.54,10059891793.49,0.8524244
7220057100.11,18435703801.76,9610698074.97,19006932676.07,0.9258919
3960364831.25,14844560672.15,9371865749.04,15126698586.35,0.9233973
3194109335.77,1428805850.05,9183546050.79,1375580880.38,0.5624932
1157380343.33,2921867675.72,9234646841.18,3046137900.58,0.8802663
14862177564.67,4003945314.12,10527980011.16,5626440546.85,0.8314783
2536489584.28,2161165774.77,9183315157.60,2284401358.00,0.7319492
91574360128.00,38390260543.00,16178781319.17,44624879986.00,0.9984689
3278457859.62,1220537336.40,9105040789.68,1167130467.61,0.5261872
36653583000.00,14091662000.00,11590627179.17,16325329000.00,0.8476463
7323489812.00,8049555353.00,10051751130.17,8429404272.00,0.8151192
5503638289.17,8717909468.82,9327117418.22,8871153114.15,0.8234567
3534611598.73,1352834386.64,9168609841.88,1370100268.36,0.5724260
9289534152.10,8835357271.87,3311214924.89,3204403231.38,0.2618730
13884032659.77,6926307162.81,10224729231.16,8265885697.39,0.8268212
76473640000.00,104870795000.00,16864769179.17,113963990000.00,1.0000000
29193586507.78,51155513384.13,10876478002.24,53075755593.79,0.9506445
3851403242.21,3059630722.57,9384725944.34,3139209646.55,0.7250714
1727776260.54,1659594738.43,9120158274.27,1543309021.55,0.6190177
20101084625.85,13084974348.83,10235488549.29,14173821478.37,0.8396957
148715986000.00,611120862000.00,23952063179.17,629327090000.00,1.0000000
3788458651.96,280820220.78,9384864254.45,499084199.62,0.7240242
5834533278.14,2063397987.58,9650955807.20,2551077644.10,0.7468488
2592542594.64,1406217244.77,9217507825.48,1556931693.63,0.6845627
8275869193.24,2616011584.53,9601539619.87,3114720437.43,0.7116380
3503134254.08,4198295156.90,9009917988.33,4083207001.04,0.7287393
11364187131.68,6819694175.28,9892258860.71,7737387220.54,0.8062115
5027036339.50,5763764836.49,9645384353.25,6301121663.90,0.8323652
12665652578.70,4683110473.71,9472797193.98,4911006419.74,0.6689156
28030054790.00,15613736503.00,10254932712.17,17280503900.00,0.8490527
6314158321.21,3648234318.34,9323848756.68,3607139820.12,0.6751443
149159202000.00,628277566000.00,21803970179.17,643357318000.00,1.0000000
3657191216.73,1754109316.75,9698262185.32,2341636905.97,0.8521327
3007986196.86,515708972.67,9293991078.61,774886453.29,0.7049360
1179782663.42,3399498366.39,6001887187.06,944658761.06,0.2402301
6923805284.97,4210212918.01,9892805742.69,4921721348.01,0.8184654
7217630402.44,5491914825.64,7536098200.85,3771394044.21,0.4888180
9450576641.49,40402986891.89,10032000786.31,41508514479.24,0.9770355
2371649885.17,869055432.39,8987896240.54,687008457.08,0.4125777
83107703000.00,213000156000.00,15070879179.17,219557579000.00,0.9831539
85748753452.03,229685781250.43,16687388277.05,238968357568.90,0.9944355
3040920382.42,2278512483.09,9309363312.85,2514066688.27,0.7597015
9758530024.55,3641455396.00,9137880552.52,3628529680.71,0.6264123
57647131000.00,75925818000.00,13432458179.17,79078361000.00,0.9488209
123804616000.00,216263818000.00,23011141179.17,229722154000.00,1.0000000
2551683728.87,13439978795.16,9306726801.78,13695796802.68,0.9517247
186957316260.00,412564627474.00,26323470301.17,431743429819.00,1.0000000
13563113713.23,17481901464.25,9515292863.76,15964910225.03,0.7754233
20971722210.99,4699419897.46,11353096139.67,6025067278.81,0.7248236
14054513199.74,17445695856.31,11719163211.46,20164545252.65,0.9954592
19106314953.25,12398372120.52,9713915122.63,12814483861.14,0.7932826
1082814470.11,962795866.73,9165301236.00,1008009636.99,0.6591484
7403080048.10,14739805693.06,9570198139.84,15239585545.20,0.9020907
3042109373.87,964556393.75,9148776975.15,1022330572.01,0.5601048
37548868886.32,78111348806.07,0.00,71160180860.47,0.8481117
57606478029.54,52940430850.33,9138363035.74,52064131241.72,0.8671942
833238459.33,427557586.91,9173180248.40,510883535.25,0.6311822
1677415387.78,621321658.98,9152526669.49,649707108.20,0.5447082
2482486582.66,818555186.36,9189612668.90,900917068.03,0.5749043
1128514553.46,495680114.83,9148127043.08,530860117.19,0.5600004
832460286.76,307195718.21,9171444042.43,377221281.76,0.6135899
1575984913.65,770217637.83,9227456060.56,912343541.08,0.6456667
1933922883.87,1754317322.90,9313666313.98,1991233207.13,0.7790373
1538815870.93,476573238.84,9340042907.66,689539575.09,0.7410600
709582346.03,250483464.67,9129344205.81,251529503.40,0.4864999
1448339860.43,3257687918.05,9192671917.91,3335888890.52,0.8511716
422972901.87,219605674.83,9151759091.28,256045518.08,0.6415416
529457320.10,471006117.66,9200223458.52,562478791.26,0.7606473
620933540.75,737608180.90,9167771191.70,793727108.46,0.7545201
2525914555.05,16761304349.95,9481169957.88,17000940583.97,0.9636795
778018325.55,236251878.78,9194969868.73,327930888.13,0.6681699
985414241.73,533672750.89,9229006241.68,665011421.56,0.6719666
1393432738.30,586635543.50,9363345622.30,807764750.39,0.7342594
799147061.54,407407815.92,9183090480.39,490188561.71,0.6338066
1050173651.72,1030538328.64,9164760785.55,1090147846.47,0.6906936
377022046.26,860838806.23,9179037524.23,951005500.46,0.9151704
876971971.21,1389838472.15,9301987814.31,1616823453.45,0.8816167
922508450.88,324158195.79,9136453488.10,361063828.58,0.5511991
471202081.04,217906335.46,9120211708.23,234257341.41,0.5752544
453295780.26,183998062.55,9141083445.80,229942861.59,0.6415345
1593893691.69,1465109887.89,9308120790.22,1696061774.99,0.7785285
1897193174.96,3166504745.15,9225987348.45,3261196844.49,0.8095874
1386030303.48,1755841865.35,9356795272.81,2010149489.09,0.8310260
2221183840.89,301520186.42,9181458089.36,400216340.67,0.5658886
1728644747.70,1375530419.69,9241888284.16,1497116222.13,0.7059723
3584910475.10,7062484757.63,9338092776.11,7308257703.36,0.8517433
621795903.24,422621501.00,9170491143.44,500116186.47,0.6745211
380661754.08,422219755.95,9142696600.83,471425182.55,0.7748181
3053028392.86,1022475896.40,9327431110.45,1224685554.78,0.6544366
2984776821.08,1734233083.02,9117652086.58,1735711511.34,0.6363090
366119962.20,718955405.65,9154991997.38,772765780.71,0.8653037
328645322.70,328246578.33,9156205851.02,392071116.28,0.8037342
371481035.36,231541847.11,9160500137.32,296245418.80,0.7321719
629514653.15,170140825.58,9204428903.50,286209862.49,0.7839540
2600144018.60,1210297376.54,9440214458.43,1600333575.28,0.7991841
682072802.26,2085540595.70,9170571576.87,2166179145.46,0.8986862
434334108.54,499925966.64,9141152201.98,539230743.84,0.7549818
643267675.09,889692013.98,9343208149.79,1148303243.38,0.9431783
321388187.44,350218248.91,9149280913.15,403022589.03,0.7978587
460958538.90,430728536.15,9174871113.47,512120086.34,0.7737660
3486404939.49,4857062775.12,9553166508.11,5370790419.43,0.8496453
3345822623.09,338373790.96,9219960026.06,478992277.07,0.5753079
2842006229.64,1233272890.74,9154658889.10,1275419863.73,0.5916726
652931960.08,310182620.82,9135639898.00,345947653.81,0.5852997
424772275.79,560700022.21,9161915006.51,630887428.18,0.8193762
464345830.39,370237795.19,9123084874.34,391235130.95,0.6511221
328408054.04,459544224.10,9147121391.81,511522982.37,0.8291673
502405152.18,685624591.14,9191847722.49,780793166.81,0.8339052
443579955.27,1254586299.42,9165763083.24,1324765918.52,0.9059848
359056935.31,490670933.27,9154723035.42,549236168.99,0.8264494
1402909302.78,646257899.11,9023639486.75,558434058.31,0.4552582
1008050815.08,1631491807.07,9322053758.50,1857134726.69,0.8723298
1085805360.85,506832471.54,9276217362.39,694657422.46,0.7322115
1310436517.67,535941711.35,9225675313.73,675793332.74,0.6647585
294374569.72,496363633.75,9163203740.57,571229350.36,0.8991928
790580413.90,738663971.59,9296995636.46,967033480.52,0.8406667
1224189174.04,760489519.88,9286570249.26,979596787.52,0.7350610
2093102281.95,2104466810.14,9337325385.59,2277472866.66,0.7622725
411275184.91,482413622.16,9154269749.11,545506612.64,0.7962049
423452734.46,348887124.75,9170581609.01,428655025.75,0.7649607
825437480.78,257249582.94,9201430844.15,353470015.84,0.6691421
203300100.22,126999756.08,9154035980.91,187196474.86,0.8777058
811469010.24,1388231836.31,9261821399.88,1586041394.25,0.8814190
403611545.06,208672302.15,9173783060.41,281697030.62,0.7365767
361087071.85,177441098.13,9175355334.44,262352250.33,0.7988328
523434801.37,653613123.27,9245873237.43,822505129.69,0.8959875
747434871.69,740325902.00,9205852564.41,858548583.17,0.7625456
4182811154.46,1633492896.04,9622464460.47,2180835415.58,0.8115940
1917956277.62,409726594.43,9429790054.45,693169189.43,0.8218127
