owners equity,total operational expences,net profit,operational income,BCC score
1911815010.02,3929805907.24,9468440009.16,4296200432.06,0.8997770
838788524.45,578268836.07,9164634128.42,652287756.12,0.6427874
2116025200.85,1406076804.15,9265122830.23,1564622860.66,0.7103006
1486686833.21,2369778883.25,9231630374.54,2518744688.77,0.8213217
853690136.46,1703531382.89,9153085535.88,1741587912.29,0.8173414
1319455363.27,1142213414.44,9246421539.78,1309755568.06,0.7326294
237603025.77,436792047.36,9156403276.43,492974259.20,0.9043846
2262664695.34,3293018043.07,9246092714.22,3429389248.08,0.7952872
382863857.56,246377849.06,9161544499.28,304657461.26,0.7119958
504832786.18,308349603.89,9180626198.04,400060859.88,0.7254540
866698253.20,1011941637.24,9231649304.14,1168295735.86,0.8002104
385760157.54,282227130.19,9184891788.97,370656298.30,0.7815218
1200127871.24,976021104.29,9191768150.28,1073335357.55,0.6730787
457016972.51,1008397723.88,9189407607.30,1117591684.99,0.9096475
264587780.84,359388037.12,9149297817.23,408055438.93,0.8444260
1560696851.34,2037427417.81,9753430062.56,2571516981.91,1.0000000
1261921456.48,1973148636.95,9319068702.45,2218273286.64,0.8613175
293040865.64,222670693.19,9146541365.04,263297955.72,0.7265643
2345936572.74,1132281881.27,9265093929.82,1303030051.00,0.6749039
2525221692.61,1820379795.98,9312862987.99,2045455489.83,0.7529748
519160255.40,398062856.08,9128132607.22,425992222.63,0.6466520
601573177.70,692837539.18,9211083095.33,825610618.68,0.8264969
743943791.60,701293830.68,9168387519.18,775791358.63,0.7154082
775078222.27,1288209890.42,9258119654.48,1474549965.87,0.8772501
339797018.55,633071892.82,9224116277.16,767446803.08,0.9642873
540710327.49,625404691.67,9217765133.19,774236253.99,0.8608625
943737983.39,440884638.20,9181284524.77,531140571.62,0.6333225
1109023625.74,491656831.18,9146119251.76,521138960.62,0.5539826
698242484.23,161307357.02,9164718935.14,201365585.95,0.5358268
322937434.08,288905226.73,9142185601.10,337565632.61,0.7586522
727105158.14,505212148.55,9146879162.46,555230431.98,0.6309345
1032683649.55,1580378735.29,9153519967.58,1636976947.04,0.7794612
315167630.85,382500431.62,9153254139.16,442857944.07,0.8293562
1220664286.23,2022619126.96,9191975789.13,2114845032.08,0.8096403
798151280.99,1074696218.26,9214445438.82,1200448744.69,0.8093723
849053942.90,1011610972.00,9198586413.67,1123752637.95,0.7754527
662633118.52,190687835.53,9142004147.83,228524327.81,0.5437738
294169424.87,121026171.76,9155923621.59,171733319.41,0.7533042
1900149926.66,1195586934.65,9262741985.01,1364065491.37,0.7052858
368974778.67,782244340.22,9246526467.75,956915545.82,0.9978662
7735084059.06,8710274803.43,10351019607.25,9928492148.35,0.9106645
682914321.18,506013361.07,9156578402.48,565599312.53,0.6599693
229094605.63,310853441.20,9164035654.77,381510463.27,0.9147076
2516766258.39,4154059080.28,9582494595.95,4662465783.91,0.8867946
905869000.57,919773898.93,9189540300.94,1005347833.58,0.7234279
442403803.78,366416744.48,9149608265.28,409142827.28,0.6978168
576619073.82,226154365.85,9159075647.66,290277826.32,0.6393288
276148740.75,355768605.37,9159680337.52,420200996.29,0.8635943
402720468.15,373715641.59,9179591882.58,456343261.54,0.7953177
888126916.15,1879899911.55,9266472640.57,2084533308.67,0.8990807
387354043.43,1459816230.98,9193056184.52,1558730230.57,0.9547494
717080934.89,507086353.80,9170893055.42,597827769.00,0.6809385
875295262.97,656099112.51,9207663383.20,769369776.55,0.6911487
234088803.23,153114726.43,9137028028.91,192415761.07,0.7548364
515884057.29,480372623.95,9158170884.14,541237074.59,0.7311641
431417680.41,3324644134.96,9185548233.65,3398424812.35,0.9751190
3692252296.75,2141728293.28,9272743326.60,2396076170.84,0.7394070
440492832.69,516426215.76,9195945444.71,629335545.33,0.8548913
646045120.23,210595638.05,9125122996.33,233808694.33,0.5247216
9783315242.53,2881762131.77,9721468834.67,3226318318.40,0.6586117
1283996976.59,565940041.91,9132300496.49,608445275.44,0.5673018
4783506419.90,7235426975.90,9316080316.87,7383730555.87,0.7982620
9798594066.25,7671162873.53,9858061979.11,8657113971.94,0.8479418
3515166480.40,2253063708.37,9386234857.98,2356275247.60,0.7004958
3535380535.77,2606035429.16,9198269943.68,2545121534.63,0.6718119
2208333950.06,2610544921.82,9262797514.78,2759855136.98,0.7697090
11590462217.71,16870242172.34,11514838672.04,18938551893.71,1.0000000
589215626.19,16435690447.30,9125232893.67,16422440078.68,1.0000000
14016789139.94,15941819065.90,9679784747.09,16591206640.08,0.8762127
17065642000.00,37175033000.00,9510663179.17,37561208000.00,0.9290772
67876157000.00,38713604000.00,12511376179.17,40678130000.00,0.8969207
16487149950.00,24179417199.00,9408576415.17,24348087928.00,0.8872288
6019959295.22,2609712888.28,9151336878.10,2552670346.14,0.6175951
1301731663.64,4696051287.11,9135573140.26,4604542476.40,0.8742825
1334365004.33,3400348060.76,9202402609.09,3473518271.43,0.8665452
393826756.16,88668327.37,9104254331.91,80629953.84,0.4242046
